,is_clickbait,text
1049,1,We Know What Funny Cat GIF You Need To See Today
1050,1,13 Struggles Only Pets Who Live In Canada Will Understand
1051,1,12 PS1 Games That Look 100% Better Now
1052,1,Two Appetizers That You Must Serve At Your Thanksgiving Dinner This Year
1053,1,"This Junior High Version Of ""Attack On Titan"" Is So Cute, You'll Want To Eat It"
1054,1,23 People Who Should Not Have Tweeted In 2015
1055,1,21 Things We Did In 2015 That'll Look So Fucking Weird In 10 Years
1056,1,21 Photos Of Green Mangoes That'll Make You Drool
1057,1,How Emotional Neglect Is Turning Too Many Of Pakistan's Boys Into Criminals
1058,1,How Messy Are You Actually
1059,1,"Tom Hardy Took His Dog To The ""Legend"" Premiere And It Was Adorable"
1060,1,If Nail Polish Colors Were Named Honestly
1061,1,23 Things People With Borderline Personality Disorder Want You To Know
1062,1,I Tried To Make Cheetos And Discovered That It's Actually Impossible
1063,1,17 Reasons Why Halloween Kind Of Sucks
1064,1,"27 Random As Hell Photos That Will Make You Miss ""TRL"""
1065,1,"Which ""Real Housewives"" Cast Should You Actually Join"
1066,1,A New Dad Proposed To His Girlfriend Right After The Birth Of Their Baby
1067,1,You'll Feel Really Dumb When You See How Simple Bagged Milk Is
1068,1,29 Songs That Will Remind You Of Your High School Sweetheart
1069,1,"The Earliest I've Said ""I Love You"""
1070,1,26 Super Simple Vegan Breakfasts That Are Basically Dessert
1071,1,Halloween Party Drinks To Spook Your Friends
1072,1,16 Pictures That Are Too Real For People With ADD/ADHD
1073,1,21 Elf On The Shelf Accessories You Need This Christmas
1074,1,Which Mumford And Sons Album Are You
1075,1,12 Hilarious Holiday Stock Photos That Make No Sense At All
1076,1,"23 Signs You're Hopelessly Obsessed With ""New Girl"""
1077,1,17 Ridiculous Texts All Siblings Have Sent To Each Other
1078,1,This Facebook Post About The Lack Of Chennai Rains Coverage Is Going Viral
1079,1,13 Awards Amy Poehler's Definitely Earned
1080,1,J.K. Rowling Has A Suggestion For Dealing With Slytherin Haters
1081,1,Steven Gerrard Has Spoken At Length About Cutting His Penis Open
1082,1,21 Terrifyingly Perfect Gifts For Shark-Loving Kids
1083,1,Tell Us Who You Think Wore It Best To The Emmys
1084,1,Should Liam Hemsworth Or Chris Hemsworth Be Your Valentine
1085,1,25 Facts About 2015 That Will Make You Feel Old AF
1086,1,7 Reasons Shower Sex Is A Logistical Nightmare
1087,1,18 Of The Most Offensive Things That Have Ever Happened At Swiss Chalet
1088,1,16 Things All Book Nerds Are Guilty Of Doing During The Holidays
1089,1,108 Of The Most Beautiful Shots In The History Of Disney
1090,1,What's In Your Air
1091,1,Serious Question: Is This Nicolas Cage Or Scrooge
1092,1,"How Well Do ""DASH Dolls"" Malika And Khadijah Haqq Actually Know Each Other"
1093,1,Singles Try To Explain Cuffing Season
1094,1,We Know Who Your Celebrity Husband Should Be Based On One Question
1095,1,Who Said It: Donald Trump Or Jack Donaghy
1096,1,What New Book Should You Read This Winter
1097,1,Miss Piggy And Kermit Can't Have A Business Meeting Without Drama
1098,1,"This Pug Just Made The Best ""Hotline Bling"" Video That Will Ever Exist"
1099,1,How Obsessed With Kitchen Gadgets Are You
1100,1,"7 Reasons To Listen To BuzzFeed's New Podcast ""The Tell Show"""
1101,1,21 Times The Mall Failed So Hard It Just Failed
1102,1,Watch These Grown-Ups Freak Out Over Virtual Puppies
1103,1,"Which ""Durarara!!"" Character Are You"
1104,1,"13 Celebs Who Totally Got Dressed Up For ""Star Wars: The Force Awakens"""
1105,1,"14 Texts That Are Way, Way Too Real For Nurses"
1106,1,"If This ""Great Detective Pikachu"" Game Doesn't Come To America I Will Scream"
1107,1,13 Things You Didn't Know About Extreme Poverty
1108,1,"'90s Kids Learn What The Lyrics To ""Macarena"" Are Really About"
1109,1,Pigeons Love Wearing Bagels Apparently
1110,1,What Should Every Tourist Know Before Coming To London
1111,1,WTF Is Online Dating Slang
1112,1,We Know Your Favorite Disney Song Based On Your Birth Month
1113,1,Pug Puns That Will Brighten Your Day
1114,1,25 Faces Every Older Sibling Has Definitely Made Before
1115,1,17 Reasons Tina Belcher Is The Best Role Model For Young Girls
1116,1,10 Jack-O'-Lanterns That Would Terrify All Introverts
1117,1,These Inspiring Portraits Capture The Emotional Fight Against Cancer
1118,1,19 Confessions From People Who Aren't Excited To See Their High School Friends
1119,1,Here are 7 Easy Fall Dinners To Make This Week
1120,1,22 Questions All Chelsea Fans Have For Arsenal Fans
1121,1,Do You Remember What Color Eyes These Celebs Have
1122,1,17 Ways To Get Into The Holiday Spirit At Disney World
1123,1,This Hilarious Harry Potter Comic Shows Why Snape Always Sucked
1124,1,23 Tweets That Prove You Should Never Cross Cara Delevingne
1125,1,Dinner For Two: Steak And Salad
1126,1,Here's What Iconic Movie Posters Looks Like Without Their Words
1127,1,Are You Actually A Meme Bob Or A Meme Snob
1128,1,17 Times These Cats Loved Summer Produce
1129,1,23 Times Feminists Had The Perfect Comeback
1130,1,22 Dogs Who Totally Nailed Their Geeky Halloween Costumes
1131,1,Bryce Dallas Howard Was Refreshingly Honest While Talking About How She Got Her Globes Dress At A Department Store
1132,1,"Which ""Teen Wolf"" Pack Do You Belong In"
1133,1,19 Tweets That Tall People Just Can't Understand
1134,1,18 Badass Portraits From Glamour's Women Of The Year Awards
1135,1,People Are Getting Tattoos Of This Tarot Deck And They're Gorgeous
1136,1,21 Things You Just Get If You Met Your Best Friend At An All-Girls' School
1137,1,19 Words That Mean Different Things For People Who Don't Date
1138,1,25 Products That Are Creepy As Fuck
1139,1,How Romance's Hottest Writing Duo Turned Fanfic Into A Career
1140,1,If Introverts Posted Honest Captions On Their Instagrams
1141,1,What It's Like To Keep Hollywood's Biggest Secret
1142,1,How Much Of An Old Soul Are You
1143,1,"24 Times Daisy Ridley Was As Badass In Real Life As She Is In ""Star Wars"""
1144,1,A Contouring Fail Is The Reason Khloe Kardashian Looks So Different
1145,1,Here's Why Shonda Rhimes Is The Biggest Troll In TV Right Now
1146,1,"Kendall Jenner, Gigi, And Bella Hadid Are Transforming Into Supermodels Before Our Eyes"
1147,1,Demi Lovato Just Signed A Modeling Contract With Wilhemina Models
1148,1,"Welp, There Goes Bethenny Frankel With Neon Red Hair"
1149,1,Are You More Vincent Crabbe Or Gregory Goyle
1150,1,35 Things That Happen When You Move To A New City
1151,1,"Which ""Love Actually"" Turtleneck Are You Based On Your Star Sign"
1152,1,14 Gifts All John Green Fans Will Absolutely Adore
1153,1,Which Severus Snape Quote Matches Your Zodiac Sign
1154,1,An Older Couple Gives Love Advice
1155,1,The Celebrity Kiss Cam Was The Best Thing About The 2016 BAFTAs
1156,1,Guess The Pixar Character Based Only On Images Of Their Eyes
1157,1,We Know Your Zodiac Sign Based On Which Tissue Box You Choose
1158,1,Which Starbucks Holiday Beverage Are You
1159,1,This Man's Insane Makeup Art Will Straight Up Mesmerize You
1160,1,"17 Questions That Are Impossible For All ""Harry Potter"" Fans To Answer"
1161,1,Take This Quiz And It'll Reveal Something Actually Factual About You
1162,1,Is This A Yoga Pose Or A Sex Position
1163,1,We Know What Kind Of Instagrammer You Are Based On Your Choice Of Emoji
1164,1,This Is The Only Coloring Book You'll Need After A Breakup
1165,1,19 Times Canadians Were Condescending To Americans About Winter
1166,1,24 Asshole Cats Who Don't Give A Fuck About Your Feelings
1167,1,13 Indians Told Us About Their Worst Experiences With Moral Policing In Colleges
1168,1,Celebrity Couples Celebrated Valentine's Day This Year By Attending The BAFTAs
1169,1,17 Mind-Blowingly Cute And Simple Halloween Costumes For Kids
1170,1,Buff John Krasinski Is The Only Thing You Need To See Today
1171,1,21 Reasons To Fall In Love With A Dog Person
1172,1,We Know If You Have A Tattoo Based On 5 Random Questions
1173,1,15 Portraits That Capture The Natural Beauty Of Redheads Of Color
1174,1,"Are You Karen Or Ivy From ""Smash"""
1175,1,"Martin Scorsese's Impression Of Robert De Niro In ""Goodfellas"" Is Perfect"
1176,1,Can You Figure Out The Theme Of This Crossword
1177,1,Americans Guess German Curse Words
1178,1,"What Job Would You Have In The ""Game Of Thrones"" World"
1179,1,17 Times David Beckham Proved He Really Was The Sexiest Damn Man Alive
1180,1,Can We Guess Your Personality
1181,1,18 Photos That Will Bring Back Memories For People Who Grew Up In Miami
1182,1,Dads Read Texts Their Daughters Sent To Their Boyfriends
1183,1,Kate Hudson And Goldie Hawn Are Mom And Daughter Goals
1184,1,Wrapping The Perfect Present
1185,1,This Video Of Sufi Artists Playing Christmas Carols Is Going To Make Your Day
1186,1,Your Friend Who's Back From Traveling
1187,1,This Freestyle Crossword Is For Everyone Who Loves Pop Culture
1188,1,How It Feels To Be An Atheist In A Highly Religious Society
1189,1,23 People Who Look Drop Dead Amazing Wearing Brown Lipstick
1190,1,33 Leslie Knope Quotes To Help You Live Your Best Life
1191,1,16 Times Bollywood Stars Gave You Intense Vacation Goals
1192,1,We Need To Talk About Lady Gaga Being A Flop
1193,1,"Top 12 Divas, Ranked By How They Laugh"
1194,1,How Italian Are You Really
1195,1,This Question Will Determine What Style Glasses You Should Get
1196,1,31 Fall Wedding Ideas You'll Want To Try Immediately
1197,1,You Can Rent A Glass Igloo In Finland To Watch The Northern Lights
1198,1,21 Things College Kids Actually Want For Christmas
1199,1,Fresh Fruit Sushi
1200,1,An Adorable Animals Advent Calendar: December 10
1201,1,Calvin Harris Shared His Shirtless Cycling On Snapchat
1202,1,21 Pumpkin Recipes To Get You In The Fall Spirit
1203,1,We Know Your Favorite TV Show Based On Your Zodiac Sign
1204,1,"Nadiya's Speech At The End Of ""Bake Off"" Was So Incredibly Moving"
1205,1,Is This A Harry Styles Tweet Or An Indie Band Name
1206,1,"Disney's New ""Frozen"" Plane Is The Epitome Of Chill"
1207,1,Who Would You End Up With In A Wes Anderson Movie
1208,1,There's No Shortcut To Making A Mouthwateringly Delicious Curry
1209,1,40 Yankee Candles We're Really Glad Don't Exist
1210,1,How Bad Are Your Selfies
1211,1,How Much Of A Cheese Addict Are You Really
1212,1,Americans Try Micheladas For The First Time
1213,1,The Toughest Dragon Ball Z Quiz You'll Ever Take
1214,1,This Caramel Apple Tart Will Have You Drooling All Over The Floor
1215,1,Do You Belong With Idris Elba Or John Boyega
1216,1,Which Stylish TV Lady's Wardrobe Should You Raid
1217,1,The Case For Queer Superhero Films
1218,1,"Having Diarrhea, As Told By Donald Trump"
1219,1,Couples Try Striptease With Each Other For The First Time
1220,1,24 Obscenely Awesome Products To Decorate Your Space
1221,1,Can You Guess How Many Followers These Instafamous People Have
1222,1,"The 27 Most Important Moments From ""Bake Off"" 2015"
1223,1,Can You Pass This IPA Quiz
1224,1,24 Times Kris Jenner Was Shut Down By Her Own Kids
1225,1,12 Stunning American Hotels You'll Want To Live In Forever
1226,1,What Percent Teenager Are You
1227,1,Britney Spears Songs Reimagined As Telenovelas
1228,1,We Know Your Zodiac Sign Based On The Things You Like
1229,1,This Woman's Insanely Magical Instagram Will Make You Smile Every Damn Day
1230,1,This Is The Video For Everyone Who Hates Plucking Their Eyebrows
1231,1,A Woman Explains Her Struggle With Mental Illness Using The Pills She Was Prescribed
1232,1,21 Little Things You Did In 2006 That Were So Gratifying
1233,1,"5 Reasons ""The Last Witch Hunter"" Is The Most Vin Diesel Movie Ever"
1234,1,17 Questions Twins Are Sick Of Answering
1235,1,"Perrie Edwards Recreated Britney's ""Baby One More Time"" And It's Perfect"
1236,1,The Struggle Of Being Mixed Race
1237,1,A Bride And Groom Went To A Kansas City Royals Playoff Game During Their Wedding
1238,1,What's Your Favorite Halloween-Themed TV Episode
1239,1,This Man Is Changing The Autumn Game With His Patio-Cleaning Drone
1240,1,Are You More Lady Gaga Or Leonardo DiCaprio
1241,1,Here's What Child Actors From '00s Disney Channel Shows Look Like Now
1242,1,"Will Smith Is Really Sad His ""Independence Day"" Character Died"
1243,1,Can You Guess The Mariah Carey Music Video By Its YouTube Comment
1244,1,Lesbians Watched And Critiqued Lesbian Porn And It Was Traumatic
1245,1,"Here's What ""Goosebumps"" Would Look Like As A Musical"
1246,1,This Woman And Puppy Who Have Both Lost An Eye Are Each Other's Kindred Spirits
1247,1,Did You Know That Snapchat Is Secretly Eating All Of Your Data
1248,1,How Wild Was Your Weekend
1249,1,13 German Proverbs That Make No Fucking Sense In English
1250,1,21 Food-Inspired Dog Names That Are Actually Really Cute
1251,1,Gay Men Gave Lesbians Makeovers And The Result Was Disastrous
1252,1,19 Bookish Valentine's Day Gifts Every Literature Lover Will Appreciate
1253,1,Is It OK To Fake An Orgasm
1254,1,21 Bold AF Hair Colors To Try In 2016
1255,1,15 Times Donald Trump Was Anyone Who's Ever Thrown Up
1256,1,14 Beautifully Weird Spider-Man Vines That'll Make You Question Your Existence
1257,1,It's The Moment You've Been Waiting For: 100 Years Of Hamster Beauty In 60 Seconds
1258,1,This Test Will Determine What Other People Find Attractive About You
1259,1,21 Of The Most Hilarious Things People Have Done While High
1260,1,21 Pictures That Will Only Make Sense To People With Siblings
1261,1,"The Best Husband Ever Surprised His Wife With An Incredibly Detailed ""Harry Potter"" Birthday Party"
1262,1,This Three-Ingredient No-Bake Cake Is Insanely Delicious
1263,1,41 Totally Legitimate Reasons To Quit Your Job
1264,1,How Do You Keep Panic Attacks From Ruining Your Life
1265,1,22 Times Ariana Grande Was Actually Pretty Damn Surprising
1266,1,Tom Fletcher Announced He's To Be A Dad Again In The Most Awesomely Amazing Way
1267,1,Here's What Happened When People Tried Chicken And Waffles For The First Time
1268,1,19 Ideas So Bad Only The Internet Could Love Them
1269,1,An Alabama Teacher Is Being Investigated For Wearing A Blackface Kanye West Costume
1270,1,Here's The Trailer For The Documentary About James Foley
1271,1,18 Vegan Mac 'N' Cheese Recipes That'll Make You Drool
1272,1,Do You Remember How To Text Without A Smartphone
1273,1,"17 Unforgettable Childhood Moments From Playing ""Crosscountry Canada"""
1274,1,"Who Said It: Harry, Ron, Or Hermione"
1275,1,15 Surprising Actors Who Unknowingly Sparked My Sexual Awakening
1276,1,"Are You More Harry Or Marv From ""Home Alone?"""
1277,1,Can You Find All 23 Chameleons Hiding In This Forest
1278,1,"24 Times ""Arrested Development"" Perfectly Described Finals Week"
1279,1,"After Years Of Dutiful Service, The Shiba Who Ran A Tobacco Shop Retires"
1280,1,How Well Do You Know New Jersey Celebrities
1281,1,Only Solve This Crossword If BuzzFeed Is Your BFF
1282,1,28 Makeup Charts That'll Make Your Life So Much Easier
1283,1,"The ""Secret Sister"" Gift Exchange On Facebook Is Very Illegal And Also A Hoax"
1284,1,21 Books Everyone Needs To Read Before They Die
1285,1,The Most Popular Bar In Every State In 2015
1286,1,"Selena Gomez And Chloe Grace Moretz Are The New Supremes In Trailer For ""Neighbors 2"""
1287,1,Can You Guess The Adele Video By Its YouTube Comment
1288,1,This Hedgehog Is So Fat He Can't Even Roll Up Into A Ball Any More
1289,1,What Type Of Candle Should You Light Right Now
1290,1,"OMG, David Bowie Could've Been In ""The Lord Of The Rings"""
1291,1,"21 Pictures That Prove This ""Star Wars"" Stuff Is Getting Out Of Control"
1292,1,How One Black College Survived The Leap From Division II To Division I And Back Again
1293,1,Show Us Your White Ink Tattoos
1294,1,16 Exit Songs To Walkout Of Your Last Final To
1295,1,28 Delightful Free Phone Wallpapers That'll Make You Smile
1296,1,India's First Transgender Band Just Released Their First Song And It Will Leave You Speechless
1297,1,21 Things All Former Scottish Underage Drinkers Will Remember
1298,1,Meet One Of The Filthiest Female Characters You'll See Onscreen This Year
1299,1,9 Rescue Dogs Sleeping In Their Beds For The First Time
1300,1,Find Your Next Great Book With The BuzzFeed Books Newsletter
1301,1,21 Of The Most Badass Moments From Women's Hockey In Canada
1302,1,13 Terrible Emails My Father Sent To Me In 2015
1303,1,16 Confessions Your Hairdresser Will Never Tell You
1304,1,16 Times Club Penguin Perfectly Summed Up Being A College Student
1305,1,21 Outrageously Creative Ways To Make Meatballs
1306,1,"19 GIFs That Will Make You Say ""Ahhhhhhh"""
1307,1,The 100 Best Swear Words In The English Language
1308,1,23 Stock Photos That Are Better Than A Personal Trainer
1309,1,"Thousands Of People Are Sharing Diplo's Facebook Post About Filming ""Lean On"" In India"
1310,1,"11 Quotes That Prove ""Star Wars"" And ""The Princess Bride"" Are Basically The Same"
1311,1,I Had A Dance-Off With Meghan Trainor And Taught Her About Man Buns
1312,1,We Need To Talk About Joseph Gordon-Levitt
1313,1,Someone Pranked Their Parents By Plastering 168 Rob Lowe Faces Everywhere
1314,1,"This Starbucks Worker Fiercely Dropped It Like It Was Hot To The Weeknd's ""Can't Feel My Face"""
1315,1,Which Fantastic Magical Beast Are You Based On Your Zodiac Sign
1316,1,26 Times Celebrity Couples Defined Relationship Goals In 2015
1317,1,21 Undeniable Reasons Living With Your Significant Other Is The Best
1318,1,The Try Guys Learn And Perform Iconic K-Pop Dances
1319,1,This Couple Totally Shocked Her Father With This Adorable Pregnancy Announcement
1320,1,When You Forget To Take Your ADHD Meds
1321,1,When Someone Farts At Work
1322,1,Do You Live In The Matrix
1323,1,29 Women Share The Life-Changing Beauty Tips They Got From Mom
1324,1,Can You Fill In The Blanks Of These Master P Lyrics
1325,1,We Are All This Screaming Taylor Swift Fan
1326,1,22 BuzzFeed Readers Share How They Actually Spent The Snowstorm
1327,1,16 Most Imaginative Art Vines Of 2015
1328,1,We Gave Celebs A Fifth Grade Spelling Test And They Bombed It
1329,1,Germophobe Struggles
1330,1,26 Pictures That Show How Different America And Britain Are
1331,1,You Have No Fucking Clue What The Origins Of These Memes Are
1332,1,Tell Us Your Most Embarrassing Teenage Moment
1333,1,"Can You Tell What Band Is On A Cover Of ""NME"""
1334,1,"You Have To Look At This Man Who Will Play Johnny In ABC's ""Dirty Dancing"" Remake"
1335,1,21 Wicked Ways To Trick People Into Eating The Best Candy Ever
1336,1,24 People Who Failed The Fuck Out Of Social Media In 2015
1337,1,This Kid And Her Dad Teaching Their Dog How To Howl Is So Adorable
1338,1,42 Yahoo Questions That Will Make You Nervous For The Future Of Our Planet
1339,1,"Being An Extra On ""Black-Ish"" Totally Radicalized Me"
1340,1,19 Reasons Everyone Needs To Use Their Damn Turn Signals
1341,1,17 People Who Just Want To GOP Debate And Chill
1342,1,17 Times You Fell In Love With Gigi Hadid On Instagram
1343,1,22 Secrets Au Pairs Will Never Reveal
1344,1,The Weirdest Misheard Christmas Lyrics Of All Time
1345,1,17 Celebrity Couples Costumes That Ruled Halloween
1346,1,"27 Parents' Reactions To ""Netflix And Chill"""
1347,1,16 Fairy Tale Cottages You Can Actually Stay In
1348,1,We Know What Picture Of Billy Ray Cyrus You Want To Get Framed For Your Mantel Based Off This One Question
1349,1,What Should Your Squad Be For Halloween This Year
1350,1,The Official Ranking Of Taylor Swift Leaving And Arriving Places In 2015
1351,1,Adele Pranked Some Employees At Jamba Juice And It's Everything
1352,1,"The New ""Little Mermaid"" Is Going To Be Blonde And People Aren't Happy"
1353,1,20 Things You'll Only Understand If You're Slightly Obsessed With Meal Prep
1354,1,10 Questions People Who Hate Pumpkin Spice Are Sick Of Hearing
1355,1,This Cat Has The Best Selfie Game You'll Ever See
1356,1,Which Belle And Sebastian Album Should You Listen To Right Now
1357,1,How Dad Are You Actually
1358,1,31 Gifts For People Who Freakin' Love Fruit
1359,1,"Which Episode Of ""Law And Order: SVU"" Should You Watch This Halloween"
1360,1,"Here's What Happened When White Actors Were Told To ""Act Whiter"""
1361,1,When Do Women Decide To Have Sex
1362,1,This Insane POV Video Shows How Terrifying It Is To Escape A Wildfire
1363,1,These Women Used Periscope For The First Time And Felt Like They Were Being Catcalled On The Internet
1364,1,Pigskin A Blanket: NFL Week 8 Picks
1365,1,This Photographer Proves Canada Can Be A Magical Place During The Winter
1366,1,22 Of The Most Disgusting Things People Have Actually Put In Their Mouths
1367,1,This Video Perfectly Illustrates Why You Shouldn't Always Be On Your Phone
1368,1,Should You Ask Out Your Crush In 2016
1369,1,"Which Hogwarts Houses Do These ""Doctor Who"" Characters Belong In"
1370,1,Which Taco Bell Menu Item Matches Your Zodiac Sign
1371,1,Are You And Your S.O. More Jack & Sally Or Morticia & Gomez
1372,1,Literally Just A Bunch Of Shirtless Dudes Wearing Santa Hats
1373,1,How Much Do You Actually Love Christmas Movies
1374,1,This Writer's Book Sold Out on Amazon Thanks To A Twitter Army
1375,1,31 Delicious Things You Should Eat In January
1376,1,Which Carb Is Your Soulmate
1377,1,32 Indian Comedians' Most Retweeted Jokes On Twitter
1378,1,An Adorable Animals Advent Calendar: December 18
1379,1,"The First Promo Of NBC's Show At Which The ""Friends"" Are Reuniting Is Here"
1380,1,Here's 100 Years Of American Men And Women's Beauty
1381,1,How Many Emma Watson Movies Have You Seen
1382,1,14 Fall Themed Crafts That'll Get You Hyped For Fall
1383,1,21 Back-To-School Style Inspirations From Extremely Stylish Canadians
1384,1,The Democratic Candidates Looked Oddly Familiar
1385,1,M.I.A Is In A Dispute With A French Football Club After Using Their Kit In A Video
1386,1,12 Oversized Animals From Your Childhood
1387,1,16 Times Taylor Swift Was Right About Everything In 2015
1388,1,"Hey India, Don't Talk About My Mom Like That"
1389,1,Do You Actually Prefer Ryan Gosling Or Ryan Reynolds
1390,1,This Guy Saw The U.S. For Under $500 And You'll Want To Copy His Trip
1391,1,Take This Quiz To Find Out Where You'll Meet Your True Love
1392,1,27 Gifts For People Who Are So Done With Work
1393,1,21 Tweets About Depression That Just Might Make You Laugh
1394,1,The World's Shortest Man Has Died At 76
1395,1,26 Tweets About Sex That Will Make You Laugh Every Time
1396,1,16 Luscious Italian Words And Phrases You Need In Your Life
1397,1,Football Vs. Wife: Which Do You Know Better
1398,1,7 Inanimate Objects That Are Actively Plotting Against Us
1399,1,This Is What Happens When You Ask Your 12-Year-Old Brother For Dating Advice
1400,1,"Matthew Lewis Plays A Hilarious Game Of ""Would You Rather"""
1401,1,"Can You Finish These Quotes From ""Elf"""
1402,1,"The Sex In Romance Novels Isn't Sexy, But Here's What Is"
1403,1,"The ABCs According To ""The Hunger Games"""
1404,1,"Which Character From ""The Grinder"" Are You"
1405,1,Look At These Dead Bodies And Guess What Movie They're From
1406,1,Are You More DJ Khaled Or Miranda Sings
1407,1,This Is What Disney Princesses Look Like Without Faces
1408,1,This Is What The Dancing Pumpkin Guy Looks Like
1409,1,Can You Navigate A Day With Depression
1410,1,Here Are 21 Healthy Fall Soups To Stock Your Freezer
1411,1,"Black Guys Discuss The Black Guy In ""Star Wars"""
1412,1,19 Tumblr Posts That Prove Pets Are Too Pure For This World
1413,1,27 Of The Worst Things About Going To Stock Photo University
1414,1,13 Things That Happen When You Hang Out With A Frenemy
1415,1,"Raven And Chelsea Reunited And Slayed The Hell Out Of The ""That's So Raven"" Theme Song"
1416,1,Ellen DeGeneres Had Adele Record Her Voicemail Greeting And It's Perfection
1417,1,We Know Your Favorite Ed Sheeran Song Based On The Taylor Swift You Choose
1418,1,"17 ""Nude"" Beauty Products That Actually Look Amazing On Brown Skin Tones"
1419,1,29 Hilarious Literary Internet Puns
1420,1,19 Confessions That Capture What It Feels Like To Be Insecure In A Relationship
1421,1,21 Budget-Friendly Adventures Worth Taking In The New Year
1422,1,"Several Indians Came Together To Send This Message Called ""Dear Terrorists"""
1423,1,"Dear Men Of America, It's Too Cold To Wear Shorts"
1424,1,Are You More Taylor Swift Or Kanye West
1425,1,"15 Set Secrets You Never Knew About The Cast Of ""Scream Queens"""
1426,1,Watch 100 Years Of Brazilian Beauty In A Little Over A Minute
1427,1,We Asked 12 Scientists How Their Faith Affects Their Work
1428,1,25 Insanely Delicious Things To Make With 3 Ingredients
1429,1,Things That All Skeptical People Know
1430,1,What Type Of Show Should You Binge-Watch In 2016
1431,1,Which Golden Globe Red Carpet Look Are You Based On Your Zodiac Sign
1432,1,15 Purrfect Gifts To Honor The Crazy Cat Gentlemen
1433,1,19 Breakfasts That Changed The Game In 2015
1434,1,"Kate McKinnon Made Ryan Gosling Burst Out Laughing On ""Saturday Night Live"""
1435,1,Gina Rodriguez Tackles Hollywood's Problems With Latino Diversity Head-On
1436,1,Which Ryan Reynolds Tweet Are You Based On Your Zodiac Sign
1437,1,We Had Celebs Flip CDs With Glasses At The People's Choice Awards And It Was A Mess
1438,1,We Had An Expert Teach Us How To Do Our Makeup Like Grown-Ass Women
1439,1,Maisie Williams Has A YouTube Channel Now And She Brought Sophie Turner
1440,1,A Bald Eagle Attacked Donald Trump During A Photo Shoot
1441,1,These New Yorkers Dealt With A Stalled Subway Train By Starting A Drake Singalong
1442,1,"J.K. Rowling Celebrated Finishing ""Harry Potter"" By Graffitiing A Hotel Room"
1443,1,People Talk About Having Divorced Parents During The Holidays
1444,1,15 Body Trends That Are The Next Big Thing
1445,1,9 Deliciously Fabulous Ways To Enjoy Chimichurri
1446,1,23 Gifts For People Who Hate Cooking
1447,1,"Twentysomethings, Can You Make It Through This Post Without Getting Turned On"
1448,1,This One-Pot Pad Thai Is An Easy Dinner To Make Tonight
1449,1,19 Things You'll Only Find In A College Dorm
1450,1,We Know Whether You'll Be Alone On Valentine's Day
1451,1,Which Word Did I Search To Find This Image On Thinkstock
1452,1,This Overprotective Dad Made Good On His Warning To His Daughter's Homecoming Date
1453,1,People Are Bullying This Woman On Facebook After Pictures Of Her Eyebrows Went Viral
1454,1,21 Times You Were Completely Betrayed By Crisps
1455,1,13 Young Creatives From London To Look Out For In 2016
1456,1,We Know Your Gender Based On These Five Questions
1457,1,The Kid Who Wore The Messi Plastic Bag Shirt Is Going To Meet His Hero
1458,1,Which ShondaLand World Do You Belong In
1459,1,A Photo Of A Trauma Nurse Cuddling With Her Son After Work Is Going Viral For All The Right Reasons
1460,1,Poll: Who Do You Think Rey Actually Is
1461,1,21 Meatless Dinners That Are Perfect For Fall
1462,1,This Might Just Be The Ultimate Newborn Photo Shoot
1463,1,42 Questions Every Girl Has In Victoria's Secret
1464,1,Which Member Of Olivia Pope And Associates Are You
1465,1,34 Charming Accessories All Fairy Tale Lovers Need
1466,1,"How Well Do You Remember The First Episode Of ""Supernatural"""
1467,1,15 People With Brilliant Reactions To The New iPad Pro
1468,1,This Quiz Will Reveal What Your Family Will Argue About This Christmas
1469,1,When You Try Something New
1470,1,"These Pussycat Panties Give A Whole New Meaning To ""Cute Underwear"""
1471,1,19 Things Only True Carb Lovers Will Understand
1472,1,New Glitter Roots Hair Trend Has Women Dumping Sparkles Onto Their Heads
1473,1,These Three Questions Will Tell You Which Big City To Live In
1474,1,What Size Mattress Do You And Your Partner Need
1475,1,"Parents, What's The Worst Thing That Went Wrong On Halloween"
1476,1,19 Heartbreaking Confessions About Being Addicted To Instagram
1477,1,Now You Can Take Your Cat Literally Everywhere With This Genius Pet Carrier
1478,1,28 Limited Too Items That Will Have You Feeling Nostalgic
1479,1,18 Snapchats That Hit Too Close To Home
1480,1,What You Actually Want To Say During a First Date
1481,1,29 Pairs Of Impossibly Gorgeous Heels To Wear On Your Wedding Day
1482,1,23 DIY Holiday Gifts Your Family Can Make At Home
1483,1,When You Can't Remember Names
1484,1,Here's Why Your Pee Smells Horrible After You Eat Asparagus
1485,1,How Well Do You Remember What Pixar Characters Look Like
1486,1,23 Things Only '90s Kids Had On Their Christmas Lists
1487,1,22 Dogs Who Just Want To Watch The World Burn
1488,1,Can You Walk Through A Dark Room Without Stepping On A LEGO Brick
1489,1,19 Pictures That Perfectly Sum Up Becoming An Adult
1490,1,Which Member Of BTS Are You
1491,1,22 Super Annoying Things Every Woman Has To Deal With
1492,1,The 11 Types Of Kids We All Grew Up With
1493,1,Did This Event Happen In 2014 Or 2015
1494,1,"Can You Match The Quote To The ""Full House"" Character"
1495,1,26 Pictures That Prove Cats Are Actually Assholes
1496,1,We Need To Talk About Gigi Hadid For Like 10 Seconds
1497,1,"The New ""Suicide Squad"" Cast As Iconic Animated Characters"
1498,1,22 Brutally Honest Confessions From A Bra Fitter
